"entr_tag_id","entr_tag_name","logical_node","sensor_name","presentation_name","si_unit","value_type","data_type","collector_type"
"452","WCNV.GriPPV3_10m_Min","WCNV.","GriPPV3_10m_Min","Converter P-P L3-L1 Voltage Grid side","V","Minimum","Double","10 minute tag"
"453","WCNV.GriPPV3_10m_Std","WCNV.","GriPPV3_10m_Std","Converter P-P L3-L1 Voltage Grid side","V","Standard Deviation","Double","10 minute tag"
"454","WCNV.GriTmp","WCNV.","GriTmp","Converter Grid Side Temp","°C","Live Value","Double","Live Value"
"455","WCNV.GriTmp_10m_Avg","WCNV.","GriTmp_10m_Avg","Converter Grid Side Temp","°C","Average","Double","10 minute tag"
"456","WCNV.GriTmp_10m_Max","WCNV.","GriTmp_10m_Max","Converter Grid Side Temp","°C","Maximum","Double","10 minute tag"
"457","WCNV.GriTmp_10m_Min","WCNV.","GriTmp_10m_Min","Converter Grid Side Temp","°C","Minimum","Double","10 minute tag"
"458","WCNV.GriTmp_10m_Std","WCNV.","GriTmp_10m_Std","Converter Grid Side Temp","°C","Standard Deviation","Double","10 minute tag"
"459","WCNV.GriTmp1","WCNV.","GriTmp1","Converter Grid L1 Side Temp","°C","Live Value","Double","Live Value"
"460","WCNV.GriTmp1_10m_Avg","WCNV.","GriTmp1_10m_Avg","Converter Grid L1 Side Temp","°C","Average","Double","10 minute tag"
"461","WCNV.GriTmp1_10m_Max","WCNV.","GriTmp1_10m_Max","Converter Grid L1 Side Temp","°C","Maximum","Double","10 minute tag"
"462","WCNV.GriTmp1_10m_Min","WCNV.","GriTmp1_10m_Min","Converter Grid L1 Side Temp","°C","Minimum","Double","10 minute tag"
"463","WCNV.GriTmp1_10m_Std","WCNV.","GriTmp1_10m_Std","Converter Grid L1 Side Temp","°C","Standard Deviation","Double","10 minute tag"
"464","WCNV.GriTmp2","WCNV.","GriTmp2","Converter Grid L2 Side Temp","°C","Live Value","Double","Live Value"
"465","WCNV.GriTmp2_10m_Avg","WCNV.","GriTmp2_10m_Avg","Converter Grid L2 Side Temp","°C","Average","Double","10 minute tag"
"466","WCNV.GriTmp2_10m_Max","WCNV.","GriTmp2_10m_Max","Converter Grid L2 Side Temp","°C","Maximum","Double","10 minute tag"
"467","WCNV.GriTmp2_10m_Min","WCNV.","GriTmp2_10m_Min","Converter Grid L2 Side Temp","°C","Minimum","Double","10 minute tag"
"468","WCNV.GriTmp2_10m_Std","WCNV.","GriTmp2_10m_Std","Converter Grid L2 Side Temp","°C","Standard Deviation","Double","10 minute tag"
"469","WCNV.GriTmp3","WCNV.","GriTmp3","Converter Grid L3 Side Temp ","°C","Live Value","Double","Live Value"
"470","WCNV.GriTmp3_10m_Avg","WCNV.","GriTmp3_10m_Avg","Converter Grid L3 Side Temp","°C","Average","Double","10 minute tag"
"471","WCNV.GriTmp3_10m_Max","WCNV.","GriTmp3_10m_Max","Converter Grid L3 Side Temp","°C","Maximum","Double","10 minute tag"
"472","WCNV.GriTmp3_10m_Min","WCNV.","GriTmp3_10m_Min","Converter Grid L3 Side Temp","°C","Minimum","Double","10 minute tag"
"473","WCNV.GriTmp3_10m_Std","WCNV.","GriTmp3_10m_Std","Converter Grid L3 Side Temp","°C","Standard Deviation","Double","10 minute tag"
"474","WCNV.GriW","WCNV.","GriW","Converter Active power grid side","W","Live Value","Double","Live Value"
"475","WCNV.HtSnkTmp","WCNV.","HtSnkTmp","Converter Heat Sink Temp","°C","Live Value","Double","Live Value"
"476","WCNV.HtSnkTmp_10m_Avg","WCNV.","HtSnkTmp_10m_Avg","Converter Heat Sink Temp","°C","Average","Double","10 minute tag"
"477","WCNV.HtSnkTmp_10m_Max","WCNV.","HtSnkTmp_10m_Max","Converter Heat Sink Temp","°C","Maximum","Double","10 minute tag"
"478","WCNV.HtSnkTmp_10m_Min","WCNV.","HtSnkTmp_10m_Min","Converter Heat Sink Temp","°C","Minimum","Double","10 minute tag"
"479","WCNV.HtSnkTmp_10m_Std","WCNV.","HtSnkTmp_10m_Std","Converter Heat Sink Temp","°C","Standard Deviation","Double","10 minute tag"
"480","WCNV.MainPnlFanCnt","WCNV.","MainPnlFanCnt","Number of activations of main panel fan","Count","Total Counter","Long","Live Value"
"481","WCNV.MainPnlFanCnt_10m_End","WCNV.","MainPnlFanCnt_10m_End","Number of activations of main panel fan","Count","Endvalue","Long","10 minute tag"
"482","WCNV.MainPnlFanTms","WCNV.","MainPnlFanTms","Time main panel fan has been activated","seconds","Total Counter","Long","Live Value"
"483","WCNV.MainPnlFanTms_10m_End","WCNV.","MainPnlFanTms_10m_End","Time main panel fan has been activated","seconds","Endvalue","Long","10 minute tag"
"484","WCNV.MainPnlHtCnt","WCNV.","MainPnlHtCnt","Number of activations of main panel heat","Count","Total Counter","Long","Live Value"
"485","WCNV.MainPnlHtCnt_10m_End","WCNV.","MainPnlHtCnt_10m_End","Number of activations of main panel heat","Count","Endvalue","Long","10 minute tag"
"486","WCNV.MainPnlHtTms","WCNV.","MainPnlHtTms","Time main panel heat has been activated","seconds","Total Counter","Long","Live Value"
"487","WCNV.MainPnlHtTms_10m_End","WCNV.","MainPnlHtTms_10m_End","Time main panel heat has been activated","seconds","Endvalue","Long","10 minute tag"
"488","WCNV.MainPnlTmp","WCNV.","MainPnlTmp","Main Panel Temp","°C","Live Value","Double","Live Value"
"489","WCNV.MainPnlTmp_10m_Avg","WCNV.","MainPnlTmp_10m_Avg","Main Panel Temp","°C","Average","Double","10 minute tag"
"490","WCNV.MainPnlTmp_10m_Max","WCNV.","MainPnlTmp_10m_Max","Main Panel Temp","°C","Maximum","Double","10 minute tag"
"491","WCNV.MainPnlTmp_10m_Min","WCNV.","MainPnlTmp_10m_Min","Main Panel Temp","°C","Minimum","Double","10 minute tag"
"492","WCNV.MainPnlTmp_10m_Std","WCNV.","MainPnlTmp_10m_Std","Main Panel Temp","°C","Standard Deviation","Double","10 minute tag"
"493","WCNV.OpPnlTmp","WCNV.","OpPnlTmp","Operation Panel Temp","°C","Live Value","Double","Live Value"
"494","WCNV.OpPnlTmp_10m_Avg","WCNV.","OpPnlTmp_10m_Avg","Operation Panel Temp","°C","Average","Double","10 minute tag"
"495","WCNV.OpPnlTmp_10m_Max","WCNV.","OpPnlTmp_10m_Max","Operation Panel Temp","°C","Maximum","Double","10 minute tag"
"496","WCNV.OpPnlTmp_10m_Min","WCNV.","OpPnlTmp_10m_Min","Operation Panel Temp","°C","Minimum","Double","10 minute tag"
"497","WCNV.OpPnlTmp_10m_Std","WCNV.","OpPnlTmp_10m_Std","Operation Panel Temp","°C","Standard Deviation","Double","10 minute tag"
"498","WCNV.OpTmsRs","WCNV.","OpTmsRs","Converter operation time","seconds","Total Counter","Long","Live Value"
"499","WCNV.PhsCmpCnt1","WCNV.","PhsCmpCnt1","Number of activations of phase compensation step 1","Count","Total Counter","Long","Live Value"
"500","WCNV.PhsCmpCnt1_10m_End","WCNV.","PhsCmpCnt1_10m_End","Number of activations of phase compensation step 1","Count","Endvalue","Long","10 minute tag"
"501","WCNV.PhsCmpCnt10","WCNV.","PhsCmpCnt10","Number of activations of phase compensation step 10","Count","Total Counter","Long","Live Value"
"502","WCNV.PhsCmpCnt10_10m_End","WCNV.","PhsCmpCnt10_10m_End","Number of activations of phase compensation step 10","Count","Endvalue","Long","10 minute tag"
"503","WCNV.PhsCmpCnt2","WCNV.","PhsCmpCnt2","Number of activations of phase compensation step 2","Count","Total Counter","Long","Live Value"
"504","WCNV.PhsCmpCnt2_10m_End","WCNV.","PhsCmpCnt2_10m_End","Number of activations of phase compensation step 2","Count","Endvalue","Long","10 minute tag"
"505","WCNV.PhsCmpCnt3","WCNV.","PhsCmpCnt3","Number of activations of phase compensation step 3","Count","Total Counter","Long","Live Value"
"506","WCNV.PhsCmpCnt3_10m_End","WCNV.","PhsCmpCnt3_10m_End","Number of activations of phase compensation step 3","Count","Endvalue","Long","10 minute tag"
"507","WCNV.PhsCmpCnt4","WCNV.","PhsCmpCnt4","Number of activations of phase compensation step 4","Count","Total Counter","Long","Live Value"
"508","WCNV.PhsCmpCnt4_10m_End","WCNV.","PhsCmpCnt4_10m_End","Number of activations of phase compensation step 4","Count","Endvalue","Long","10 minute tag"
"509","WCNV.PhsCmpCnt5","WCNV.","PhsCmpCnt5","Number of activations of phase compensation step 5","Count","Total Counter","Long","Live Value"
"510","WCNV.PhsCmpCnt5_10m_End","WCNV.","PhsCmpCnt5_10m_End","Number of activations of phase compensation step 5","Count","Endvalue","Long","10 minute tag"
"511","WCNV.PhsCmpCnt6","WCNV.","PhsCmpCnt6","Number of activations of phase compensation step 6","Count","Total Counter","Long","Live Value"
"512","WCNV.PhsCmpCnt6_10m_End","WCNV.","PhsCmpCnt6_10m_End","Number of activations of phase compensation step 6","Count","Endvalue","Long","10 minute tag"
"513","WCNV.PhsCmpCnt7","WCNV.","PhsCmpCnt7","Number of activations of phase compensation step 7","Count","Total Counter","Long","Live Value"
"514","WCNV.PhsCmpCnt7_10m_End","WCNV.","PhsCmpCnt7_10m_End","Number of activations of phase compensation step 7","Count","Endvalue","Long","10 minute tag"
"515","WCNV.PhsCmpCnt8","WCNV.","PhsCmpCnt8","Number of activations of phase compensation step 8","Count","Total Counter","Long","Live Value"
"516","WCNV.PhsCmpCnt8_10m_End","WCNV.","PhsCmpCnt8_10m_End","Number of activations of phase compensation step 8","Count","Endvalue","Long","10 minute tag"
"517","WCNV.PhsCmpCnt9","WCNV.","PhsCmpCnt9","Number of activations of phase compensation step 9","Count","Total Counter","Long","Live Value"
"518","WCNV.PhsCmpCnt9_10m_End","WCNV.","PhsCmpCnt9_10m_End","Number of activations of phase compensation step 9","Count","Endvalue","Long","10 minute tag"
"519","WCNV.PhsCmpDclV ","WCNV.","PhsCmpDclV ","PCS DC Link Voltage","V","Live Value","Double","Live Value"
"520","WCNV.PhsCmpDclV_10m_Avg","WCNV.","PhsCmpDclV_10m_Avg","PCS DC Link Voltage","V","Average","Double","10 minute tag"
"521","WCNV.PhsCmpDclV_10m_Max","WCNV.","PhsCmpDclV_10m_Max","PCS DC Link Voltage","V","Maximum","Double","10 minute tag"
"522","WCNV.PhsCmpDclV_10m_Min","WCNV.","PhsCmpDclV_10m_Min","PCS DC Link Voltage","V","Minimum","Double","10 minute tag"
"523","WCNV.PhsCmpDclV_10m_Std","WCNV.","PhsCmpDclV_10m_Std","PCS DC Link Voltage","V","Standard Deviation","Double","10 minute tag"
"524","WCNV.PhsCmpExtVArSpt","WCNV.","PhsCmpExtVArSpt","PCS external Reactive Power","VAr","Setpoint","Double","Live Value"
"525","WCNV.PhsCmpExtVArSpt_10m_Avg","WCNV.","PhsCmpExtVArSpt_10m_Avg","PCS external Reactive Power","VAr","Average","Double","10 minute tag"
"526","WCNV.PhsCmpExtVArSpt_10m_Max","WCNV.","PhsCmpExtVArSpt_10m_Max","PCS external Reactive Power","VAr","Maximum","Double","10 minute tag"
"527","WCNV.PhsCmpExtVArSpt_10m_Min","WCNV.","PhsCmpExtVArSpt_10m_Min","PCS external Reactive Power","VAr","Minimum","Double","10 minute tag"
"528","WCNV.PhsCmpExtVArSpt_10m_Std","WCNV.","PhsCmpExtVArSpt_10m_Std","PCS external Reactive Power","VAr","Standard Deviation","Double","10 minute tag"
"529","WCNV.PhsCmpFanCnt","WCNV.","PhsCmpFanCnt","Number of activations of the phase compensation fan","Count","Total Counter","Long","Live Value"
"530","WCNV.PhsCmpFanCnt_10m_End","WCNV.","PhsCmpFanCnt_10m_End","Number of activations of the phase compensation fan","Count","Endvalue","Long","10 minute tag"
"531","WCNV.PhsCmpFanTms","WCNV.","PhsCmpFanTms","Time phase compensation fan has been activated","seconds","Total Counter","Long","Live Value"
"532","WCNV.PhsCmpFanTms_10m_End","WCNV.","PhsCmpFanTms_10m_End","Time phase compensation fan has been activated","seconds","Endvalue","Long","10 minute tag"
"533","WCNV.PhsCmpHtCnt","WCNV.","PhsCmpHtCnt","Number of activations of the phase compensation heat","Count","Total Counter","Long","Live Value"
"534","WCNV.PhsCmpHtCnt_10m_End","WCNV.","PhsCmpHtCnt_10m_End","Number of activations of the phase compensation heat","Count","Endvalue","Long","10 minute tag"
"535","WCNV.PhsCmpHtSnkTmp","WCNV.","PhsCmpHtSnkTmp","PCS Heat Sink Temperature","°C","Live Value","Double","Live Value"
"536","WCNV.PhsCmpHtSnkTmp_10m_Avg","WCNV.","PhsCmpHtSnkTmp_10m_Avg","PCS Heat Sink Temperature","°C","Average","Double","10 minute tag"
"537","WCNV.PhsCmpHtSnkTmp_10m_Max","WCNV.","PhsCmpHtSnkTmp_10m_Max","PCS Heat Sink Temperature","°C","Maximum","Double","10 minute tag"
"538","WCNV.PhsCmpHtSnkTmp_10m_Min","WCNV.","PhsCmpHtSnkTmp_10m_Min","PCS Heat Sink Temperature","°C","Minimum","Double","10 minute tag"
"539","WCNV.PhsCmpHtSnkTmp_10m_Std","WCNV.","PhsCmpHtSnkTmp_10m_Std","PCS Heat Sink Temperature","°C","Standard Deviation","Double","10 minute tag"
"540","WCNV.PhsCmpHtTms","WCNV.","PhsCmpHtTms","Time phase compensation heat has been activated","seconds","Total Counter","Long","Live Value"
"541","WCNV.PhsCmpHtTms_10m_End","WCNV.","PhsCmpHtTms_10m_End","Time phase compensation heat has been activated","seconds","Endvalue","Long","10 minute tag"
"542","WCNV.PhsCmpPFSpt","WCNV.","PhsCmpPFSpt","PCS Cos phi Set Point","pf","Setpoint","Double","Live Value"
"543","WCNV.PhsCmpPFSpt_10m_Avg","WCNV.","PhsCmpPFSpt_10m_Avg","PCS Cos phi Set Point","pf","Average","Double","10 minute tag"
"544","WCNV.PhsCmpPFSpt_10m_Max","WCNV.","PhsCmpPFSpt_10m_Max","PCS Cos phi Set Point","pf","Maximum","Double","10 minute tag"
"545","WCNV.PhsCmpPFSpt_10m_Min","WCNV.","PhsCmpPFSpt_10m_Min","PCS Cos phi Set Point","pf","Minimum","Double","10 minute tag"
"546","WCNV.PhsCmpPFSpt_10m_Std","WCNV.","PhsCmpPFSpt_10m_Std","PCS Cos phi Set Point","pf","Standard Deviation","Double","10 minute tag"
"547","WCNV.PhsCmpPnlTmp","WCNV.","PhsCmpPnlTmp","Phase Compensation Panel Temp","°C","Live Value","Double","Live Value"
"548","WCNV.PhsCmpPnlTmp_10m_Avg","WCNV.","PhsCmpPnlTmp_10m_Avg","Phase Compensation Panel Temp","°C","Average","Double","10 minute tag"
"549","WCNV.PhsCmpPnlTmp_10m_Max","WCNV.","PhsCmpPnlTmp_10m_Max","Phase Compensation Panel Temp","°C","Maximum","Double","10 minute tag"
"550","WCNV.PhsCmpPnlTmp_10m_Min","WCNV.","PhsCmpPnlTmp_10m_Min","Phase Compensation Panel Temp","°C","Minimum","Double","10 minute tag"
"551","WCNV.PhsCmpPnlTmp_10m_Std","WCNV.","PhsCmpPnlTmp_10m_Std","Phase Compensation Panel Temp","°C","Standard Deviation","Double","10 minute tag"
"552","WCNV.PhsCmpPnlTmp1","WCNV.","PhsCmpPnlTmp1","Phase Compensation Panel Temp 1","°C","Live Value","Double","Live Value"
"553","WCNV.PhsCmpPnlTmp1_10m_Avg","WCNV.","PhsCmpPnlTmp1_10m_Avg","Phase Compensation Panel Temp 1","°C","Average","Double","10 minute tag"
"554","WCNV.PhsCmpPnlTmp1_10m_Max","WCNV.","PhsCmpPnlTmp1_10m_Max","Phase Compensation Panel Temp 1","°C","Maximum","Double","10 minute tag"
"555","WCNV.PhsCmpPnlTmp1_10m_Min","WCNV.","PhsCmpPnlTmp1_10m_Min","Phase Compensation Panel Temp 1","°C","Minimum","Double","10 minute tag"
"556","WCNV.PhsCmpPnlTmp1_10m_Std","WCNV.","PhsCmpPnlTmp1_10m_Std","Phase Compensation Panel Temp 1","°C","Standard Deviation","Double","10 minute tag"
"557","WCNV.PhsCmpPnlTmp2","WCNV.","PhsCmpPnlTmp2","Phase Compensation Panel Temp 2","°C","Live Value","Double","Live Value"
"558","WCNV.PhsCmpPnlTmp2_10m_Avg","WCNV.","PhsCmpPnlTmp2_10m_Avg","Phase Compensation Panel Temp 2","°C","Average","Double","10 minute tag"
"559","WCNV.PhsCmpPnlTmp2_10m_Max","WCNV.","PhsCmpPnlTmp2_10m_Max","Phase Compensation Panel Temp 2","°C","Maximum","Double","10 minute tag"
"560","WCNV.PhsCmpPnlTmp2_10m_Min","WCNV.","PhsCmpPnlTmp2_10m_Min","Phase Compensation Panel Temp 2","°C","Minimum","Double","10 minute tag"
"561","WCNV.PhsCmpPnlTmp2_10m_Std","WCNV.","PhsCmpPnlTmp2_10m_Std","Phase Compensation Panel Temp 2","°C","Standard Deviation","Double","10 minute tag"
"562","WCNV.PhsCmpPnlTmp3","WCNV.","PhsCmpPnlTmp3","Phase Compensation Panel Temp 3","°C","Live Value","Double","Live Value"
"563","WCNV.PhsCmpPnlTmp3_10m_Avg","WCNV.","PhsCmpPnlTmp3_10m_Avg","Phase Compensation Panel Temp 3","°C","Average","Double","10 minute tag"
"564","WCNV.PhsCmpPnlTmp3_10m_Max","WCNV.","PhsCmpPnlTmp3_10m_Max","Phase Compensation Panel Temp 3","°C","Maximum","Double","10 minute tag"
"565","WCNV.PhsCmpPnlTmp3_10m_Min","WCNV.","PhsCmpPnlTmp3_10m_Min","Phase Compensation Panel Temp 3","°C","Minimum","Double","10 minute tag"
"566","WCNV.PhsCmpPnlTmp3_10m_Std","WCNV.","PhsCmpPnlTmp3_10m_Std","Phase Compensation Panel Temp 3","°C","Standard Deviation","Double","10 minute tag"
"567","WCNV.PhsCmpPnlTmp4","WCNV.","PhsCmpPnlTmp4","Phase Compensation Panel Temp 4","°C","Live Value","Double","Live Value"
"568","WCNV.PhsCmpPnlTmp4_10m_Avg","WCNV.","PhsCmpPnlTmp4_10m_Avg","Phase Compensation Panel Temp 4","°C","Average","Double","10 minute tag"
"569","WCNV.PhsCmpPnlTmp4_10m_Max","WCNV.","PhsCmpPnlTmp4_10m_Max","Phase Compensation Panel Temp 4","°C","Maximum","Double","10 minute tag"
"570","WCNV.PhsCmpPnlTmp4_10m_Min","WCNV.","PhsCmpPnlTmp4_10m_Min","Phase Compensation Panel Temp 4","°C","Minimum","Double","10 minute tag"
"571","WCNV.PhsCmpPnlTmp4_10m_Std","WCNV.","PhsCmpPnlTmp4_10m_Std","Phase Compensation Panel Temp 4","°C","Standard Deviation","Double","10 minute tag"
"572","WCNV.PhsCmpPnlTmp5","WCNV.","PhsCmpPnlTmp5","Phase Compensation Panel Temp 5","°C","Live Value","Double","Live Value"
"573","WCNV.PhsCmpPnlTmp5_10m_Avg","WCNV.","PhsCmpPnlTmp5_10m_Avg","Phase Compensation Panel Temp 5","°C","Average","Double","10 minute tag"
"574","WCNV.PhsCmpPnlTmp5_10m_Max","WCNV.","PhsCmpPnlTmp5_10m_Max","Phase Compensation Panel Temp 5","°C","Maximum","Double","10 minute tag"
"575","WCNV.PhsCmpPnlTmp5_10m_Min","WCNV.","PhsCmpPnlTmp5_10m_Min","Phase Compensation Panel Temp 5","°C","Minimum","Double","10 minute tag"
"576","WCNV.PhsCmpPnlTmp5_10m_Std","WCNV.","PhsCmpPnlTmp5_10m_Std","Phase Compensation Panel Temp 5","°C","Standard Deviation","Double","10 minute tag"
"577","WCNV.PhsCmpSt","WCNV.","PhsCmpSt","PCS State","Enum","Live Value","Double","Live Value"
"578","WCNV.PhsCmpSt_10m_Avg","WCNV.","PhsCmpSt_10m_Avg","PCS State","Enum","Average","Double","10 minute tag"
"579","WCNV.PhsCmpSt_10m_Max","WCNV.","PhsCmpSt_10m_Max","PCS State","Enum","Maximum","Double","10 minute tag"
"580","WCNV.PhsCmpSt_10m_Min","WCNV.","PhsCmpSt_10m_Min","PCS State","Enum","Minimum","Double","10 minute tag"
"581","WCNV.PhsCmpSt_10m_Std","WCNV.","PhsCmpSt_10m_Std","PCS State","Enum","Standard Deviation","Double","10 minute tag"
"582","WCNV.PhsCmpTms1","WCNV.","PhsCmpTms1","Time phase compensation 1 has been activated","seconds","Total Counter","Long","Live Value"
"583","WCNV.PhsCmpTms1_10m_End","WCNV.","PhsCmpTms1_10m_End","Time phase compensation 1 has been activated","seconds","Endvalue","Long","10 minute tag"
"584","WCNV.PhsCmpTms10","WCNV.","PhsCmpTms10","Time phase compensation 10 has been activated","seconds","Total Counter","Long","Live Value"
"585","WCNV.PhsCmpTms10_10m_End","WCNV.","PhsCmpTms10_10m_End","Time phase compensation 10 has been activated","seconds","Endvalue","Long","10 minute tag"
"586","WCNV.PhsCmpTms2","WCNV.","PhsCmpTms2","Time phase compensation 2 has been activated","seconds","Total Counter","Long","Live Value"
"587","WCNV.PhsCmpTms2_10m_End","WCNV.","PhsCmpTms2_10m_End","Time phase compensation 2 has been activated","seconds","Endvalue","Long","10 minute tag"
"588","WCNV.PhsCmpTms3","WCNV.","PhsCmpTms3","Time phase compensation 3 has been activated","seconds","Total Counter","Long","Live Value"
"589","WCNV.PhsCmpTms3_10m_End","WCNV.","PhsCmpTms3_10m_End","Time phase compensation 3 has been activated","seconds","Endvalue","Long","10 minute tag"
"590","WCNV.PhsCmpTms4","WCNV.","PhsCmpTms4","Time phase compensation 4 has been activated","seconds","Total Counter","Long","Live Value"
"591","WCNV.PhsCmpTms4_10m_End","WCNV.","PhsCmpTms4_10m_End","Time phase compensation 4 has been activated","seconds","Endvalue","Long","10 minute tag"
"592","WCNV.PhsCmpTms5","WCNV.","PhsCmpTms5","Time phase compensation 5 has been activated","seconds","Total Counter","Long","Live Value"
"593","WCNV.PhsCmpTms5_10m_End","WCNV.","PhsCmpTms5_10m_End","Time phase compensation 5 has been activated","seconds","Endvalue","Long","10 minute tag"
"594","WCNV.PhsCmpTms6","WCNV.","PhsCmpTms6","Time phase compensation 6 has been activated","seconds","Total Counter","Long","Live Value"
"595","WCNV.PhsCmpTms6_10m_End","WCNV.","PhsCmpTms6_10m_End","Time phase compensation 6 has been activated","seconds","Endvalue","Long","10 minute tag"
"596","WCNV.PhsCmpTms7","WCNV.","PhsCmpTms7","Time phase compensation 7 has been activated","seconds","Total Counter","Long","Live Value"
"597","WCNV.PhsCmpTms7_10m_End","WCNV.","PhsCmpTms7_10m_End","Time phase compensation 7 has been activated","seconds","Endvalue","Long","10 minute tag"
"598","WCNV.PhsCmpTms8","WCNV.","PhsCmpTms8","Time phase compensation 8 has been activated","seconds","Total Counter","Long","Live Value"
"599","WCNV.PhsCmpTms8_10m_End","WCNV.","PhsCmpTms8_10m_End","Time phase compensation 8 has been activated","seconds","Endvalue","Long","10 minute tag"
"600","WCNV.PhsCmpTms9","WCNV.","PhsCmpTms9","Time phase compensation 9 has been activated","seconds","Total Counter","Long","Live Value"
"601","WCNV.PhsCmpTms9_10m_End","WCNV.","PhsCmpTms9_10m_End","Time phase compensation 9 has been activated","seconds","Endvalue","Long","10 minute tag"
"602","WCNV.PhsCmpV","WCNV.","PhsCmpV","PCS Mains Voltage","V","Live Value","Double","Live Value"
"603","WCNV.PhsCmpV_10m_Avg","WCNV.","PhsCmpV_10m_Avg","PCS Mains Voltage","V","Average","Double","10 minute tag"
"604","WCNV.PhsCmpV_10m_Max","WCNV.","PhsCmpV_10m_Max","PCS Mains Voltage","V","Maximum","Double","10 minute tag"
"605","WCNV.PhsCmpV_10m_Min","WCNV.","PhsCmpV_10m_Min","PCS Mains Voltage","V","Minimum","Double","10 minute tag"
"606","WCNV.PhsCmpV_10m_Std","WCNV.","PhsCmpV_10m_Std","PCS Mains Voltage","V","Standard Deviation","Double","10 minute tag"
"607","WCNV.PhsCmpVAr","WCNV.","PhsCmpVAr","PCS Reactive power","VAr","Live Value","Double","Live Value"
"608","WCNV.PhsCmpVAr_10m_Avg","WCNV.","PhsCmpVAr_10m_Avg","PCS Reactive power","VAr","Average","Double","10 minute tag"
"609","WCNV.PhsCmpVAr_10m_Max","WCNV.","PhsCmpVAr_10m_Max","PCS Reactive power","VAr","Maximum","Double","10 minute tag"
"610","WCNV.PhsCmpVAr_10m_Min","WCNV.","PhsCmpVAr_10m_Min","PCS Reactive power","VAr","Minimum","Double","10 minute tag"
"611","WCNV.PhsCmpVAr_10m_Std","WCNV.","PhsCmpVAr_10m_Std","PCS Reactive power","VAr","Standard Deviation","Double","10 minute tag"
"612","WCNV.PhsCmpVArSpt","WCNV.","PhsCmpVArSpt","PCS Reactive Power Set Point","VAr","Setpoint","Double","Live Value"
"613","WCNV.PhsCmpVArSpt_10m_Avg","WCNV.","PhsCmpVArSpt_10m_Avg","PCS Reactive Power Set Point","VAr","Average","Double","10 minute tag"
"614","WCNV.PhsCmpVArSpt_10m_Max","WCNV.","PhsCmpVArSpt_10m_Max","PCS Reactive Power Set Point","VAr","Maximum","Double","10 minute tag"
"615","WCNV.PhsCmpVArSpt_10m_Min","WCNV.","PhsCmpVArSpt_10m_Min","PCS Reactive Power Set Point","VAr","Minimum","Double","10 minute tag"
"616","WCNV.PhsCmpVArSpt_10m_Std","WCNV.","PhsCmpVArSpt_10m_Std","PCS Reactive Power Set Point","VAr","Standard Deviation","Double","10 minute tag"
"617","WCNV.ReactTmp1_10m_Avg","WCNV.","ReactTmp1_10m_Avg","Converter Reactor L1 Temp","°C","Maximum","Double","10 minute tag"
"618","WCNV.ReactTmp1_10m_Max","WCNV.","ReactTmp1_10m_Max","Converter Reactor L1 Temp","°C","Maximum","Double","10 minute tag"
"619","WCNV.ReactTmp1_10m_Min","WCNV.","ReactTmp1_10m_Min","Converter Reactor L1 Temp","°C","Minimum","Double","10 minute tag"
"620","WCNV.ReactTmp1_10m_Std","WCNV.","ReactTmp1_10m_Std","Converter Reactor L1 Temp","°C","Standard Deviation","Double","10 minute tag"
"621","WCNV.ReactTmp2_10m_Avg","WCNV.","ReactTmp2_10m_Avg","Converter Reactor L2 Temp","°C","Maximum","Double","10 minute tag"
"622","WCNV.ReactTmp2_10m_Max","WCNV.","ReactTmp2_10m_Max","Converter Reactor L2 Temp","°C","Maximum","Double","10 minute tag"
"623","WCNV.ReactTmp2_10m_Min","WCNV.","ReactTmp2_10m_Min","Converter Reactor L2 Temp","°C","Minimum","Double","10 minute tag"
"624","WCNV.ReactTmp2_10m_Std","WCNV.","ReactTmp2_10m_Std","Converter Reactor L2 Temp","°C","Standard Deviation","Double","10 minute tag"
"625","WCNV.ReactTmp3_10m_Avg","WCNV.","ReactTmp3_10m_Avg","Converter Reactor L3 Temp","°C","Maximum","Double","10 minute tag"
"626","WCNV.ReactTmp3_10m_Max","WCNV.","ReactTmp3_10m_Max","Converter Reactor L3 Temp","°C","Maximum","Double","10 minute tag"
"627","WCNV.ReactTmp3_10m_Min","WCNV.","ReactTmp3_10m_Min","Converter Reactor L3 Temp","°C","Minimum","Double","10 minute tag"
"628","WCNV.ReactTmp3_10m_Std","WCNV.","ReactTmp3_10m_Std","Converter Reactor L3 Temp","°C","Standard Deviation","Double","10 minute tag"
"629","WCNV.RectHtSnkTmp1","WCNV.","RectHtSnkTmp1","Converter Rectifier Heat Sink 1 Temp","°C","Live Value","Double","Live Value"
"630","WCNV.RectHtSnkTmp1_10m_Avg","WCNV.","RectHtSnkTmp1_10m_Avg","Converter Rectifier Heat Sink 1 Temp","°C","Average","Double","10 minute tag"
"631","WCNV.RectHtSnkTmp2","WCNV.","RectHtSnkTmp2","Converter Rectifier Heat Sink 1 Temp","°C","Live Value","Double","Live Value"
"632","WCNV.RectHtSnkTmp2_10m_Avg","WCNV.","RectHtSnkTmp2_10m_Avg","Converter Rectifier Heat Sink 1 Temp","°C","Average","Double","10 minute tag"
"633","WCNV.RectPnlTmp","WCNV.","RectPnlTmp","Converter Rectifier Panel Temp","°C","Live Value","Double","Live Value"
