"entr_tag_id","entr_tag_name","logical_node","sensor_name","presentation_name","si_unit","value_type","data_type","collector_type"
"1438","WROT.BlPthHtSnkTmp3_10m_Avg","WROT.","BlPthHtSnkTmp3_10m_Avg","Electrical pitch Heatsink 3 Temp","°C","Average","Double","10 minute tag"
"1439","WROT.BlPthHtSnkTmp3_10m_Max","WROT.","BlPthHtSnkTmp3_10m_Max","Electrical pitch Heatsink 3 Temp","°C","Average","Double","10 minute tag"
"1440","WROT.BlPthHtSnkTmp3_10m_Min","WROT.","BlPthHtSnkTmp3_10m_Min","Electrical pitch Heatsink 3 Temp","°C","Average","Double","10 minute tag"
"1441","WROT.BlPthHtSnkTmp3_10m_Std","WROT.","BlPthHtSnkTmp3_10m_Std","Electrical pitch Heatsink 3 Temp","°C","Average","Double","10 minute tag"
"1442","WROT.BlPthHyPres","WROT.","BlPthHyPres","Hydraulic Oil Pitch Pressure","bar","Live Value","Double","Live Value"
"1443","WROT.BlPthHyPres_10m_Avg","WROT.","BlPthHyPres_10m_Avg","Hydraulic Oil Pitch Pressure","bar","Average","Double","10 minute tag"
"1444","WROT.BlPthHyPres_10m_Max","WROT.","BlPthHyPres_10m_Max","Hydraulic Oil Pitch Pressure","bar","Maximum","Double","10 minute tag"
"1445","WROT.BlPthHyPres_10m_Min","WROT.","BlPthHyPres_10m_Min","Hydraulic Oil Pitch Pressure","bar","Minimum","Double","10 minute tag"
"1446","WROT.BlPthHyPres_10m_Std","WROT.","BlPthHyPres_10m_Std","Hydraulic Oil Pitch Pressure","bar","Standard Deviation","Double","10 minute tag"
"1447","WROT.BlPthHyPres1","WROT.","BlPthHyPres1","Hydraulic Oil Pitch Blade 1 Pressure","bar","Live Value","Double","Live Value"
"1448","WROT.BlPthHyPres1_10m_Avg","WROT.","BlPthHyPres1_10m_Avg","Hydraulic Oil Pitch Blade 1 Pressure","bar","Average","Double","10 minute tag"
"1449","WROT.BlPthHyPres1_10m_Max","WROT.","BlPthHyPres1_10m_Max","Hydraulic Oil Pitch Blade 1 Pressure","bar","Maximum","Double","10 minute tag"
"1450","WROT.BlPthHyPres1_10m_Min","WROT.","BlPthHyPres1_10m_Min","Hydraulic Oil Pitch Blade 1 Pressure","bar","Minimum","Double","10 minute tag"
"1451","WROT.BlPthHyPres1_10m_Std","WROT.","BlPthHyPres1_10m_Std","Hydraulic Oil Pitch Blade 1 Pressure","bar","Standard Deviation","Double","10 minute tag"
"1452","WROT.BlPthHyPres2","WROT.","BlPthHyPres2","Hydraulic Oil Pitch Blade 2 Pressure","bar","Live Value","Double","Live Value"
"1453","WROT.BlPthHyPres2_10m_Avg","WROT.","BlPthHyPres2_10m_Avg","Hydraulic Oil Pitch Blade 2 Pressure","bar","Average","Double","10 minute tag"
"1454","WROT.BlPthHyPres2_10m_Max","WROT.","BlPthHyPres2_10m_Max","Hydraulic Oil Pitch Blade 2 Pressure","bar","Maximum","Double","10 minute tag"
"1455","WROT.BlPthHyPres2_10m_Min","WROT.","BlPthHyPres2_10m_Min","Hydraulic Oil Pitch Blade 2 Pressure","bar","Minimum","Double","10 minute tag"
"1456","WROT.BlPthHyPres2_10m_Std","WROT.","BlPthHyPres2_10m_Std","Hydraulic Oil Pitch Blade 2 Pressure","bar","Standard Deviation","Double","10 minute tag"
"1457","WROT.BlPthHyPres3","WROT.","BlPthHyPres3","Hydraulic Oil Pitch Blade 3 Pressure","bar","Live Value","Double","Live Value"
"1458","WROT.BlPthHyPres3_10m_Avg","WROT.","BlPthHyPres3_10m_Avg","Hydraulic Oil Pitch Blade 3 Pressure","bar","Average","Double","10 minute tag"
"1459","WROT.BlPthHyPres3_10m_Max","WROT.","BlPthHyPres3_10m_Max","Hydraulic Oil Pitch Blade 3 Pressure","bar","Maximum","Double","10 minute tag"
"1460","WROT.BlPthHyPres3_10m_Min","WROT.","BlPthHyPres3_10m_Min","Hydraulic Oil Pitch Blade 3 Pressure","bar","Minimum","Double","10 minute tag"
"1461","WROT.BlPthHyPres3_10m_Std","WROT.","BlPthHyPres3_10m_Std","Hydraulic Oil Pitch Blade 3 Pressure","bar","Standard Deviation","Double","10 minute tag"
"1462","WROT.BlPthHyTmp","WROT.","BlPthHyTmp","Hydraulic Pitch Temp ","°C","Live Value","Double","Live Value"
"1463","WROT.BlPthMotSpd1","WROT.","BlPthMotSpd1","Pitch Motor 1 RPM","RPM","Live Value","Double","Live Value"
"1464","WROT.BlPthMotSpd1_10m_Avg","WROT.","BlPthMotSpd1_10m_Avg","Pitch Motor 1 RPM","RPM","Average","Double","10 minute tag"
"1465","WROT.BlPthMotSpd1_10m_Max","WROT.","BlPthMotSpd1_10m_Max","Pitch Motor 1 RPM","RPM","Maximum","Double","10 minute tag"
"1466","WROT.BlPthMotSpd1_10m_Min","WROT.","BlPthMotSpd1_10m_Min","Pitch Motor 1 RPM","RPM","Minimum","Double","10 minute tag"
"1467","WROT.BlPthMotSpd1_10m_Std","WROT.","BlPthMotSpd1_10m_Std","Pitch Motor 1 RPM","RPM","Standard Deviation","Double","10 minute tag"
"1468","WROT.BlPthMotSpd2","WROT.","BlPthMotSpd2","Pitch Motor 2 RPM","RPM","Live Value","Double","Live Value"
"1469","WROT.BlPthMotSpd2_10m_Avg","WROT.","BlPthMotSpd2_10m_Avg","Pitch Motor 2 RPM","RPM","Average","Double","10 minute tag"
"1470","WROT.BlPthMotSpd2_10m_Max","WROT.","BlPthMotSpd2_10m_Max","Pitch Motor 2 RPM","RPM","Maximum","Double","10 minute tag"
"1471","WROT.BlPthMotSpd2_10m_Min","WROT.","BlPthMotSpd2_10m_Min","Pitch Motor 2 RPM","RPM","Minimum","Double","10 minute tag"
"1472","WROT.BlPthMotSpd2_10m_Std","WROT.","BlPthMotSpd2_10m_Std","Pitch Motor 2 RPM","RPM","Standard Deviation","Double","10 minute tag"
"1473","WROT.BlPthMotSpd3","WROT.","BlPthMotSpd3","Pitch Motor 3 RPM","RPM","Live Value","Double","Live Value"
"1474","WROT.BlPthMotSpd3_10m_Avg","WROT.","BlPthMotSpd3_10m_Avg","Pitch Motor 3 RPM","RPM","Average","Double","10 minute tag"
"1475","WROT.BlPthMotSpd3_10m_Max","WROT.","BlPthMotSpd3_10m_Max","Pitch Motor 3 RPM","RPM","Maximum","Double","10 minute tag"
"1476","WROT.BlPthMotSpd3_10m_Min","WROT.","BlPthMotSpd3_10m_Min","Pitch Motor 3 RPM","RPM","Minimum","Double","10 minute tag"
"1477","WROT.BlPthMotSpd3_10m_Std","WROT.","BlPthMotSpd3_10m_Std","Pitch Motor 3 RPM","RPM","Standard Deviation","Double","10 minute tag"
"1478","WROT.BlPthMotTmp1","WROT.","BlPthMotTmp1","Pitch Motor 1 Temp ","°C","Live Value","Double","Live Value"
"1479","WROT.BlPthMotTmp1_10m_Avg","WROT.","BlPthMotTmp1_10m_Avg","Pitch Motor 1 Temp ","°C","Average","Double","10 minute tag"
"1480","WROT.BlPthMotTmp1_10m_Max","WROT.","BlPthMotTmp1_10m_Max","Pitch Motor 1 Temp ","°C","Maximum","Double","10 minute tag"
"1481","WROT.BlPthMotTmp1_10m_Min","WROT.","BlPthMotTmp1_10m_Min","Pitch Motor 1 Temp ","°C","Minimum","Double","10 minute tag"
"1482","WROT.BlPthMotTmp1_10m_Std","WROT.","BlPthMotTmp1_10m_Std","Pitch Motor 1 Temp ","°C","Standard Deviation","Double","10 minute tag"
"1483","WROT.BlPthMotTmp2","WROT.","BlPthMotTmp2","Pitch Motor 2 Temp ","°C","Live Value","Double","Live Value"
"1484","WROT.BlPthMotTmp2_10m_Avg","WROT.","BlPthMotTmp2_10m_Avg","Pitch Motor 2 Temp ","°C","Average","Double","10 minute tag"
"1485","WROT.BlPthMotTmp2_10m_Max","WROT.","BlPthMotTmp2_10m_Max","Pitch Motor 2 Temp ","°C","Maximum","Double","10 minute tag"
"1486","WROT.BlPthMotTmp2_10m_Min","WROT.","BlPthMotTmp2_10m_Min","Pitch Motor 2 Temp ","°C","Minimum","Double","10 minute tag"
"1487","WROT.BlPthMotTmp2_10m_Std","WROT.","BlPthMotTmp2_10m_Std","Pitch Motor 2 Temp ","°C","Standard Deviation","Double","10 minute tag"
"1488","WROT.BlPthMotTmp3","WROT.","BlPthMotTmp3","Pitch Motor 3 Temp ","°C","Live Value","Double","Live Value"
"1489","WROT.BlPthMotTmp3_10m_Avg","WROT.","BlPthMotTmp3_10m_Avg","Pitch Motor 3 Temp ","°C","Average","Double","10 minute tag"
"1490","WROT.BlPthMotTmp3_10m_Max","WROT.","BlPthMotTmp3_10m_Max","Pitch Motor 3 Temp ","°C","Maximum","Double","10 minute tag"
"1491","WROT.BlPthMotTmp3_10m_Min","WROT.","BlPthMotTmp3_10m_Min","Pitch Motor 3 Temp ","°C","Minimum","Double","10 minute tag"
"1492","WROT.BlPthMotTmp3_10m_Std","WROT.","BlPthMotTmp3_10m_Std","Pitch Motor 3 Temp ","°C","Standard Deviation","Double","10 minute tag"
"1493","WROT.BlPthPistPos1","WROT.","BlPthPistPos1","Pitch hydraulic piston position blade 1","","Live Value","Double","Live Value"
"1494","WROT.BlPthPistPos1_10m_Avg","WROT.","BlPthPistPos1_10m_Avg","Pitch hydraulic piston position blade 1","","Average","Double","10 minute tag"
"1495","WROT.BlPthPistPos1_10m_Max","WROT.","BlPthPistPos1_10m_Max","Pitch hydraulic piston position blade 1","","Maximum","Double","10 minute tag"
"1496","WROT.BlPthPistPos1_10m_Min","WROT.","BlPthPistPos1_10m_Min","Pitch hydraulic piston position blade 1","","Minimum","Double","10 minute tag"
"1497","WROT.BlPthPistPos1_10m_Std","WROT.","BlPthPistPos1_10m_Std","Pitch hydraulic piston position blade 1","","Standard Deviation","Double","10 minute tag"
"1498","WROT.BlPthPistPos2","WROT.","BlPthPistPos2","Pitch hydraulic piston position blade 2","","Live Value","Double","Live Value"
"1499","WROT.BlPthPistPos2_10m_Avg","WROT.","BlPthPistPos2_10m_Avg","Pitch hydraulic piston position blade 2","","Average","Double","10 minute tag"
"1500","WROT.BlPthPistPos2_10m_Max","WROT.","BlPthPistPos2_10m_Max","Pitch hydraulic piston position blade 2","","Maximum","Double","10 minute tag"
"1501","WROT.BlPthPistPos2_10m_Min","WROT.","BlPthPistPos2_10m_Min","Pitch hydraulic piston position blade 2","","Minimum","Double","10 minute tag"
"1502","WROT.BlPthPistPos2_10m_Std","WROT.","BlPthPistPos2_10m_Std","Pitch hydraulic piston position blade 2","","Standard Deviation","Double","10 minute tag"
"1503","WROT.BlPthPistPos3","WROT.","BlPthPistPos3","Pitch hydraulic piston position blade 3","","Live Value","Double","Live Value"
"1504","WROT.BlPthPistPos3_10m_Avg","WROT.","BlPthPistPos3_10m_Avg","Pitch hydraulic piston position blade 3","","Average","Double","10 minute tag"
"1505","WROT.BlPthPistPos3_10m_Max","WROT.","BlPthPistPos3_10m_Max","Pitch hydraulic piston position blade 3","","Maximum","Double","10 minute tag"
"1506","WROT.BlPthPistPos3_10m_Min","WROT.","BlPthPistPos3_10m_Min","Pitch hydraulic piston position blade 3","","Minimum","Double","10 minute tag"
"1507","WROT.BlPthPistPos3_10m_Std","WROT.","BlPthPistPos3_10m_Std","Pitch hydraulic piston position blade 3","","Standard Deviation","Double","10 minute tag"
"1508","WROT.BlPthPistVlvPos1","WROT.","BlPthPistVlvPos1","Pitch hydraulic piston valve position blade 1","","Live Value","Double","Live Value"
"1509","WROT.BlPthPistVlvPos1_10m_Avg","WROT.","BlPthPistVlvPos1_10m_Avg","Pitch hydraulic piston valve position blade 1","","Average","Double","10 minute tag"
"1510","WROT.BlPthPistVlvPos1_10m_Max","WROT.","BlPthPistVlvPos1_10m_Max","Pitch hydraulic piston valve position blade 1","","Maximum","Double","10 minute tag"
"1511","WROT.BlPthPistVlvPos1_10m_Min","WROT.","BlPthPistVlvPos1_10m_Min","Pitch hydraulic piston valve position blade 1","","Minimum","Double","10 minute tag"
"1512","WROT.BlPthPistVlvPos1_10m_Std","WROT.","BlPthPistVlvPos1_10m_Std","Pitch hydraulic piston valve position blade 1","","Standard Deviation","Double","10 minute tag"
"1513","WROT.BlPthPistVlvPos2","WROT.","BlPthPistVlvPos2","Pitch hydraulic piston valve position blade 2","","Live Value","Double","Live Value"
"1514","WROT.BlPthPistVlvPos2_10m_Avg","WROT.","BlPthPistVlvPos2_10m_Avg","Pitch hydraulic piston valve position blade 2","","Average","Double","10 minute tag"
"1515","WROT.BlPthPistVlvPos2_10m_Max","WROT.","BlPthPistVlvPos2_10m_Max","Pitch hydraulic piston valve position blade 2","","Maximum","Double","10 minute tag"
"1516","WROT.BlPthPistVlvPos2_10m_Min","WROT.","BlPthPistVlvPos2_10m_Min","Pitch hydraulic piston valve position blade 2","","Minimum","Double","10 minute tag"
"1517","WROT.BlPthPistVlvPos2_10m_Std","WROT.","BlPthPistVlvPos2_10m_Std","Pitch hydraulic piston valve position blade 2","","Standard Deviation","Double","10 minute tag"
"1518","WROT.BlPthPistVlvPos3","WROT.","BlPthPistVlvPos3","Pitch hydraulic piston valve position blade 3","","Live Value","Double","Live Value"
"1519","WROT.BlPthPistVlvPos3_10m_Avg","WROT.","BlPthPistVlvPos3_10m_Avg","Pitch hydraulic piston valve position blade 3","","Average","Double","10 minute tag"
"1520","WROT.BlPthPistVlvPos3_10m_Max","WROT.","BlPthPistVlvPos3_10m_Max","Pitch hydraulic piston valve position blade 3","","Maximum","Double","10 minute tag"
"1521","WROT.BlPthPistVlvPos3_10m_Min","WROT.","BlPthPistVlvPos3_10m_Min","Pitch hydraulic piston valve position blade 3","","Minimum","Double","10 minute tag"
"1522","WROT.BlPthPistVlvPos3_10m_Std","WROT.","BlPthPistVlvPos3_10m_Std","Pitch hydraulic piston valve position blade 3","","Standard Deviation","Double","10 minute tag"
"1523","WROT.BlPthPnlTmp1","WROT.","BlPthPnlTmp1","Pitch Control Panel 1 Temp","°C","Live Value","Double","Live Value"
"1524","WROT.BlPthPnlTmp1_10m_Avg","WROT.","BlPthPnlTmp1_10m_Avg","Pitch Control Panel 1 Temp","°C","Average","Double","10 minute tag"
"1525","WROT.BlPthPnlTmp1_10m_Max","WROT.","BlPthPnlTmp1_10m_Max","Pitch Control Panel 1 Temp","°C","Maximum","Double","10 minute tag"
"1526","WROT.BlPthPnlTmp1_10m_Min","WROT.","BlPthPnlTmp1_10m_Min","Pitch Control Panel 1 Temp","°C","Minimum","Double","10 minute tag"
"1527","WROT.BlPthPnlTmp1_10m_Std","WROT.","BlPthPnlTmp1_10m_Std","Pitch Control Panel 1 Temp","°C","Standard Deviation","Double","10 minute tag"
"1528","WROT.BlPthPnlTmp2","WROT.","BlPthPnlTmp2","Pitch Control Panel 2 Temp","°C","Live Value","Double","Live Value"
"1529","WROT.BlPthPnlTmp2_10m_Avg","WROT.","BlPthPnlTmp2_10m_Avg","Pitch Control Panel 2 Temp","°C","Average","Double","10 minute tag"
"1530","WROT.BlPthPnlTmp2_10m_Max","WROT.","BlPthPnlTmp2_10m_Max","Pitch Control Panel 2 Temp","°C","Maximum","Double","10 minute tag"
"1531","WROT.BlPthPnlTmp2_10m_Min","WROT.","BlPthPnlTmp2_10m_Min","Pitch Control Panel 2 Temp","°C","Minimum","Double","10 minute tag"
"1532","WROT.BlPthPnlTmp2_10m_Std","WROT.","BlPthPnlTmp2_10m_Std","Pitch Control Panel 2 Temp","°C","Standard Deviation","Double","10 minute tag"
"1533","WROT.BlPthPnlTmp3","WROT.","BlPthPnlTmp3","Pitch Control Panel 3 Temp","°C","Live Value","Double","Live Value"
"1534","WROT.BlPthPnlTmp3_10m_Avg","WROT.","BlPthPnlTmp3_10m_Avg","Pitch Control Panel 3 Temp","°C","Average","Double","10 minute tag"
"1535","WROT.BlPthPnlTmp3_10m_Max","WROT.","BlPthPnlTmp3_10m_Max","Pitch Control Panel 3 Temp","°C","Maximum","Double","10 minute tag"
"1536","WROT.BlPthPnlTmp3_10m_Min","WROT.","BlPthPnlTmp3_10m_Min","Pitch Control Panel 3 Temp","°C","Minimum","Double","10 minute tag"
"1537","WROT.BlPthPnlTmp3_10m_Std","WROT.","BlPthPnlTmp3_10m_Std","Pitch Control Panel 3 Temp","°C","Standard Deviation","Double","10 minute tag"
"1538","WROT.BlPthSpd1","WROT.","BlPthSpd1","Pitch Speed blade 1 ","RPM","Live Value","Double","Live Value"
"1539","WROT.BlPthSpd1_10m_Avg","WROT.","BlPthSpd1_10m_Avg","Pitch Speed blade 1 ","RPM","Average","Double","10 minute tag"
"1540","WROT.BlPthSpd1_10m_Max","WROT.","BlPthSpd1_10m_Max","Pitch Speed blade 1 ","RPM","Average","Double","10 minute tag"
"1541","WROT.BlPthSpd1_10m_Min","WROT.","BlPthSpd1_10m_Min","Pitch Speed blade 1 ","RPM","Average","Double","10 minute tag"
"1542","WROT.BlPthSpd1_10m_Std","WROT.","BlPthSpd1_10m_Std","Pitch Speed blade 1 ","RPM","Average","Double","10 minute tag"
"1543","WROT.BlPthSpd2","WROT.","BlPthSpd2","Pitch Speed blade 2","RPM","Live Value","Double","Live Value"
"1544","WROT.BlPthSpd2_10m_Avg","WROT.","BlPthSpd2_10m_Avg","Pitch Speed blade 2","RPM","Average","Double","10 minute tag"
"1545","WROT.BlPthSpd2_10m_Max","WROT.","BlPthSpd2_10m_Max","Pitch Speed blade 2","RPM","Average","Double","10 minute tag"
"1546","WROT.BlPthSpd2_10m_Min","WROT.","BlPthSpd2_10m_Min","Pitch Speed blade 2","RPM","Average","Double","10 minute tag"
"1547","WROT.BlPthSpd2_10m_Std","WROT.","BlPthSpd2_10m_Std","Pitch Speed blade 2","RPM","Average","Double","10 minute tag"
"1548","WROT.BlPthSpd3","WROT.","BlPthSpd3","Pitch Speed blade 3","RPM","Live Value","Double","Live Value"
"1549","WROT.BlPthSpd3_10m_Avg","WROT.","BlPthSpd3_10m_Avg","Pitch Speed blade 3","RPM","Average","Double","10 minute tag"
"1550","WROT.BlPthSpd3_10m_Max","WROT.","BlPthSpd3_10m_Max","Pitch Speed blade 3","RPM","Average","Double","10 minute tag"
"1551","WROT.BlPthSpd3_10m_Min","WROT.","BlPthSpd3_10m_Min","Pitch Speed blade 3","RPM","Average","Double","10 minute tag"
"1552","WROT.BlPthSpd3_10m_Std","WROT.","BlPthSpd3_10m_Std","Pitch Speed blade 3","RPM","Average","Double","10 minute tag"
"1553","WROT.BlPthTmp1","WROT.","BlPthTmp1","Pitch Output Stage 1 Temp  ","°C","Live Value","Double","Live Value"
"1554","WROT.BlPthTmp1_10m_Avg","WROT.","BlPthTmp1_10m_Avg","Pitch Output Stage 1 Temp  ","°C","Average","Double","10 minute tag"
"1555","WROT.BlPthTmp1_10m_Max","WROT.","BlPthTmp1_10m_Max","Pitch Output Stage 1 Temp  ","°C","Maximum","Double","10 minute tag"
"1556","WROT.BlPthTmp1_10m_Min","WROT.","BlPthTmp1_10m_Min","Pitch Output Stage 1 Temp  ","°C","Minimum","Double","10 minute tag"
"1557","WROT.BlPthTmp1_10m_Std","WROT.","BlPthTmp1_10m_Std","Pitch Output Stage 1 Temp  ","°C","Standard Deviation","Double","10 minute tag"
"1558","WROT.BlPthTmp2","WROT.","BlPthTmp2","Pitch Output Stage 2 Temp  ","°C","Live Value","Double","Live Value"
"1559","WROT.BlPthTmp2_10m_Avg","WROT.","BlPthTmp2_10m_Avg","Pitch Output Stage 2 Temp  ","°C","Average","Double","10 minute tag"
"1560","WROT.BlPthTmp2_10m_Max","WROT.","BlPthTmp2_10m_Max","Pitch Output Stage 2 Temp  ","°C","Maximum","Double","10 minute tag"
"1561","WROT.BlPthTmp2_10m_Min","WROT.","BlPthTmp2_10m_Min","Pitch Output Stage 2 Temp  ","°C","Minimum","Double","10 minute tag"
"1562","WROT.BlPthTmp2_10m_Std","WROT.","BlPthTmp2_10m_Std","Pitch Output Stage 2 Temp  ","°C","Standard Deviation","Double","10 minute tag"
"1563","WROT.BlPthTmp3","WROT.","BlPthTmp3","Pitch Output Stage 3 Temp  ","°C","Live Value","Double","Live Value"
"1564","WROT.BlPthTmp3_10m_Avg","WROT.","BlPthTmp3_10m_Avg","Pitch Output Stage 3 Temp  ","°C","Average","Double","10 minute tag"
"1565","WROT.BlPthTmp3_10m_Max","WROT.","BlPthTmp3_10m_Max","Pitch Output Stage 3 Temp  ","°C","Maximum","Double","10 minute tag"
"1566","WROT.BlPthTmp3_10m_Min","WROT.","BlPthTmp3_10m_Min","Pitch Output Stage 3 Temp  ","°C","Minimum","Double","10 minute tag"
"1567","WROT.BlPthTmp3_10m_Std","WROT.","BlPthTmp3_10m_Std","Pitch Output Stage 3 Temp  ","°C","Standard Deviation","Double","10 minute tag"
"1568","WROT.BlSt","WROT.","BlSt","Pitch System Status","Enum","Live Value","Long","Live Value"
"1569","WROT.BlTorqFil1PAct1_10m_Max","WROT.","BlTorqFil1PAct1_10m_Max","1P filtered moment in blade 1 while TYC active","Nm","Maximum","Double","10 minute tag"
"1570","WROT.BlTorqFil1PAct2_10m_Max","WROT.","BlTorqFil1PAct2_10m_Max","1P filtered moment in blade 2 while TYC active","Nm","Maximum","Double","10 minute tag"
"1571","WROT.BlTorqFil1PAct3_10m_Max","WROT.","BlTorqFil1PAct3_10m_Max","1P filtered moment in blade 3 while TYC active","Nm","Maximum","Double","10 minute tag"
"1572","WROT.BlTorqFil1PInAct1_10m_Max","WROT.","BlTorqFil1PInAct1_10m_Max","1P filtered moment in blade 1 while TYC inactive","Nm","Maximum","Double","10 minute tag"
"1573","WROT.BlTorqFil1PInAct2_10m_Max","WROT.","BlTorqFil1PInAct2_10m_Max","1P filtered moment in blade 2 while TYC inactive","Nm","Maximum","Double","10 minute tag"
"1574","WROT.BlTorqFil1PInAct3_10m_Max","WROT.","BlTorqFil1PInAct3_10m_Max","1P filtered moment in blade 3 while TYC inactive","Nm","Maximum","Double","10 minute tag"
"1575","WROT.BlTorqFil2PAct1_10m_Max","WROT.","BlTorqFil2PAct1_10m_Max","2P filtered moment in blade 1 while TYC active","Nm","Maximum","Double","10 minute tag"
"1576","WROT.BlTorqFil2PAct2_10m_Max","WROT.","BlTorqFil2PAct2_10m_Max","2P filtered moment in blade 2 while TYC active","Nm","Maximum","Double","10 minute tag"
"1577","WROT.BlTorqFil2PAct3_10m_Max","WROT.","BlTorqFil2PAct3_10m_Max","2P filtered moment in blade 3 while TYC active","Nm","Maximum","Double","10 minute tag"
"1578","WROT.BlTorqFil2PInAct1_10m_Max","WROT.","BlTorqFil2PInAct1_10m_Max","2P filtered moment in blade 1 while TYC inactive","Nm","Maximum","Double","10 minute tag"
"1579","WROT.BlTorqFil2PInAct2_10m_Max","WROT.","BlTorqFil2PInAct2_10m_Max","2P filtered moment in blade 2 while TYC inactive","Nm","Maximum","Double","10 minute tag"
"1580","WROT.BlTorqFil2PInAct3_10m_Max","WROT.","BlTorqFil2PInAct3_10m_Max","2P filtered moment in blade 3 while TYC inactive","Nm","Maximum","Double","10 minute tag"
"1581","WROT.GsLev","WROT.","GsLev","Grease level in the blade bearing lubrication tank","percent","Live Value","Double","Live Value"
"1582","WROT.GsLev_10m_Avg","WROT.","GsLev_10m_Avg","Grease level in the blade bearing lubrication tank","percent","Average","Double","10 minute tag"
"1583","WROT.GsLev_10m_Max","WROT.","GsLev_10m_Max","Grease level in the blade bearing lubrication tank","percent","Maximum","Double","10 minute tag"
"1584","WROT.GsLev_10m_Min","WROT.","GsLev_10m_Min","Grease level in the blade bearing lubrication tank","percent","Minimum","Double","10 minute tag"
"1585","WROT.GsLev_10m_Std","WROT.","GsLev_10m_Std","Grease level in the blade bearing lubrication tank","percent","Standard Deviation","Double","10 minute tag"
"1586","WROT.HubCtlTmp","WROT.","HubCtlTmp","Rotor Hub Controller Temp","°C","Live Value","Double","Live Value"
"1587","WROT.HubCtlTmp_10m_Avg","WROT.","HubCtlTmp_10m_Avg","Rotor Hub Controller Temp","°C","Average","Double","10 minute tag"
"1588","WROT.HubHyInPres","WROT.","HubHyInPres","Hydraulic Hub Inlet Pressure","bar","Live Value","Double","Live Value"
"1589","WROT.HubHyInPres_10m_Avg","WROT.","HubHyInPres_10m_Avg","Hydraulic Hub Inlet Pressure","bar","Average","Double","10 minute tag"
"1590","WROT.HubHyInPres_10m_Max","WROT.","HubHyInPres_10m_Max","Hydraulic Hub Inlet Pressure","bar","Maximum","Double","10 minute tag"
